,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,year,month,season,year_1955,median_price,buy,price_sell,best_scenario,worst_scenario
4903,4331400190,2014-11-12,259950.0,3,1.5,1240,9500,1.0,0,0,4,7,1240,0,1955,0,98166,47.4756,-122.35,1845,10125,2014,11,fall,1,440000.0,1,311940.0,337935.0,298942.5
4904,9407150130,2014-12-01,240000.0,4,2.5,1980,7264,2.0,0,0,3,7,1980,0,1996,0,98038,47.3678,-122.019,1600,6380,2014,12,winter,1,450000.0,1,288000.0,312000.0,276000.0
4905,2212900470,2015-02-11,186000.0,3,1.0,1200,10080,1.0,0,0,4,7,1200,0,1969,0,98042,47.3261,-122.135,1230,9800,2015,2,winter,1,440000.0,1,223200.0,241800.0,213899.99999999997
4906,6600220080,2015-02-04,395000.0,3,1.5,1280,15028,1.0,0,0,3,7,1280,0,1982,0,98074,47.6304,-122.035,1470,13698,2015,2,winter,1,450000.0,1,474000.0,513500.0,454249.99999999994
4910,339600460,2014-10-17,419500.0,3,2.5,1360,3188,2.0,0,0,3,7,1360,0,1986,0,98052,47.6831,-122.096,1090,3188,2014,10,fall,1,450000.0,1,503400.0,545350.0,482424.99999999994
4911,9264910920,2014-09-03,298700.0,3,2.25,2110,7350,1.0,0,0,3,8,1530,580,1980,0,98023,47.3088,-122.341,2640,7777,2014,9,fall,1,450000.0,1,358440.0,388310.0,343505.0
4913,2123049420,2015-04-22,278000.0,3,1.5,1900,9994,1.0,0,0,3,7,1120,780,1960,0,98168,47.4729,-122.301,1900,9994,2015,4,spring,1,450000.0,1,333600.0,361400.0,319700.0
4925,1003600080,2014-11-07,245000.0,3,1.0,1010,9678,1.0,0,0,5,7,1010,0,1955,0,98188,47.4396,-122.285,1010,9375,2014,11,fall,1,526000.0,1,294000.0,318500.0,281750.0
4927,2395710020,2014-08-07,369000.0,4,2.75,2420,6495,2.0,0,0,3,8,2420,0,2005,0,98038,47.3771,-122.029,2420,6200,2014,8,winter,1,450000.0,1,442800.0,479700.0,424349.99999999994
4930,9407111100,2015-04-22,220650.0,2,1.75,1460,10500,1.0,0,0,3,7,1460,0,1980,0,98045,47.4461,-121.768,1340,9600,2015,4,spring,1,450000.0,1,264780.0,286845.0,253747.49999999997
4931,9572000080,2014-06-16,300000.0,5,3.0,1940,6355,1.0,0,0,3,8,1200,740,2007,0,98168,47.498,-122.322,1940,5033,2014,6,sumer,1,450000.0,1,360000.0,390000.0,345000.0
4933,2459970020,2014-11-24,360000.0,4,2.5,1950,5451,2.0,0,0,3,7,1950,0,2004,0,98058,47.4341,-122.144,2240,6221,2014,11,fall,1,450000.0,1,432000.0,468000.0,413999.99999999994
4935,421000285,2015-04-23,268000.0,4,1.5,1730,7020,1.5,0,0,4,5,1730,0,1953,0,98056,47.4939,-122.167,1110,7020,2015,4,spring,0,440000.0,1,321600.0,348400.0,308200.0
4936,3277801640,2014-12-02,440000.0,4,1.5,1690,3245,1.5,0,0,3,8,1690,0,1929,0,98126,47.5445,-122.375,1380,1590,2014,12,winter,0,450000.0,1,528000.0,572000.0,505999.99999999994
4939,302000545,2015-01-27,359000.0,4,2.25,2710,22860,1.0,0,0,4,7,1850,860,1962,0,98001,47.3207,-122.266,1700,22860,2015,1,winter,1,440000.0,1,430800.0,466700.0,412849.99999999994
4940,9542801990,2014-05-29,266500.0,4,1.75,1880,7632,1.0,0,0,4,7,1180,700,1978,0,98023,47.3068,-122.372,1840,8528,2014,5,winter,1,440000.0,1,319800.0,346450.0,306475.0
4946,1823059028,2015-02-24,312500.0,4,1.75,2280,7840,1.0,0,0,3,7,1280,1000,1957,0,98055,47.4809,-122.224,2120,7260,2015,2,winter,1,450000.0,1,375000.0,406250.0,359375.0
4947,8864000440,2014-09-25,225000.0,3,1.0,900,6099,1.0,0,0,3,6,790,110,1944,0,98168,47.4807,-122.289,1240,6099,2014,9,fall,0,450000.0,1,270000.0,292500.0,258749.99999999997
4948,9512500680,2014-11-19,425000.0,4,1.75,1980,8400,1.0,0,0,3,7,1330,650,1968,0,98052,47.6721,-122.152,1920,8400,2014,11,fall,1,450000.0,1,510000.0,552500.0,488749.99999999994
4949,3421069120,2015-02-19,329999.0,3,2.75,3360,41250,1.0,0,0,4,7,1820,1540,1988,0,98022,47.2604,-122.023,2580,98881,2015,2,winter,1,440000.0,1,395998.8,428998.7,379498.85
4951,8562890430,2015-04-07,386500.0,4,2.5,3110,5048,2.0,0,0,3,8,3110,0,2002,0,98042,47.3782,-122.125,3110,5190,2015,4,spring,1,450000.0,1,463800.0,502450.0,444474.99999999994
4953,7228500094,2014-12-12,278000.0,4,2.0,1480,6324,1.0,0,0,3,7,1480,0,1943,0,98122,47.6147,-122.302,1480,3600,2014,12,winter,0,450000.0,1,333600.0,361400.0,319700.0
4957,7237590010,2014-06-05,214100.0,2,2.5,1150,2064,2.0,0,0,3,7,1150,0,2004,0,98001,47.3516,-122.292,1880,2855,2014,6,sumer,1,450000.0,1,256920.0,278330.0,246214.99999999997
4958,3158500250,2014-05-14,317000.0,3,2.5,1840,5011,2.0,0,0,3,8,1840,0,2012,0,98038,47.3555,-122.054,2000,4793,2014,5,winter,1,450000.0,1,380400.0,412100.0,364550.0
4962,3578110020,2014-10-01,436000.0,3,2.25,1800,6680,2.0,0,0,3,8,1800,0,1983,0,98034,47.7293,-122.223,1630,8621,2014,10,fall,1,450000.0,1,523200.0,566800.0,501399.99999999994
4965,4273000095,2015-05-11,340000.0,4,1.75,1400,8374,1.0,0,0,3,7,1400,0,1953,0,98166,47.4735,-122.344,1420,8360,2015,5,winter,0,450000.0,1,408000.0,442000.0,390999.99999999994
4969,2473350470,2015-05-11,330000.0,3,1.5,1440,7875,1.0,0,0,4,8,1440,0,1968,0,98058,47.4561,-122.148,1800,8964,2015,5,winter,1,440000.0,1,396000.0,429000.0,379499.99999999994
4971,2938100010,2014-09-24,239000.0,3,1.75,1470,8925,1.0,0,0,4,7,1470,0,1957,0,98022,47.2026,-122.0,1430,9282,2014,9,fall,1,440000.0,1,286800.0,310700.0,274850.0
4973,3438502715,2014-07-30,385000.0,4,3.0,2090,5102,1.0,0,0,3,7,1350,740,1994,0,98106,47.5427,-122.356,2090,5102,2014,7,sumer,1,450000.0,1,462000.0,500500.0,442749.99999999994
4978,4365700130,2015-03-25,210000.0,3,1.0,1660,7440,1.0,0,0,3,7,1270,390,1957,0,98106,47.5242,-122.362,1540,7440,2015,3,spring,1,450000.0,1,252000.0,273000.0,241499.99999999997
4981,422049178,2015-02-12,147200.0,3,1.0,1420,9600,1.0,0,0,4,6,1420,0,1954,0,98188,47.4232,-122.292,1400,8415,2015,2,winter,0,440000.0,1,176640.0,191360.0,169280.0
4989,2482410130,2014-06-10,335000.0,3,1.75,2430,9133,1.0,0,0,4,7,1410,1020,1978,0,98059,47.5116,-122.157,1980,9592,2014,6,sumer,1,440000.0,1,402000.0,435500.0,385249.99999999994
4991,6817800630,2014-05-16,385000.0,3,1.75,1180,10541,1.0,0,0,4,7,940,240,1981,0,98074,47.6348,-122.032,1230,10879,2014,5,winter,1,440000.0,1,462000.0,500500.0,442749.99999999994
4992,6204400130,2014-07-18,395000.0,3,1.75,1620,8085,1.0,0,0,3,7,1210,410,1976,0,98011,47.7349,-122.197,1700,8085,2014,7,sumer,1,450000.0,1,474000.0,513500.0,454249.99999999994
4996,7230400430,2014-09-30,322400.0,3,1.75,1710,15844,1.0,0,0,4,8,1710,0,1964,0,98059,47.4706,-122.1,1990,20359,2014,9,fall,1,440000.0,1,386880.0,419120.0,370760.0
4997,7140600190,2014-09-05,233500.0,3,1.5,1580,10517,1.0,0,0,4,6,1580,0,1957,0,98002,47.2903,-122.214,1400,10658,2014,9,fall,1,440000.0,1,280200.0,303550.0,268525.0
4998,6817801410,2014-06-24,400000.0,3,2.0,1230,11413,1.0,0,0,3,7,990,240,1984,0,98074,47.6321,-122.034,1570,11517,2014,6,sumer,1,450000.0,1,480000.0,520000.0,459999.99999999994
5002,3390600010,2014-05-02,365000.0,3,1.0,1090,6435,1.0,0,0,4,7,1090,0,1955,0,98106,47.5334,-122.365,1340,6435,2014,5,winter,1,440000.0,1,438000.0,474500.0,419749.99999999994
5005,1561930020,2014-05-22,430000.0,4,3.0,3220,8936,2.0,0,0,3,9,2450,770,1990,0,98031,47.4208,-122.213,2810,10500,2014,5,winter,1,450000.0,1,516000.0,559000.0,494499.99999999994
5006,3876100080,2014-12-15,325000.0,3,1.0,1600,7500,1.0,0,0,3,7,1600,0,1966,0,98034,47.7198,-122.182,2050,7200,2014,12,winter,1,450000.0,1,390000.0,422500.0,373750.0
5007,7454000605,2014-07-10,279000.0,2,1.0,670,6300,1.0,0,0,5,6,670,0,1942,0,98126,47.5161,-122.374,760,6300,2014,7,sumer,0,526000.0,1,334800.0,362700.0,320850.0
5009,8820900299,2015-02-04,419950.0,3,3.0,2150,3962,1.5,0,0,3,7,1540,610,1949,0,98125,47.7183,-122.285,1730,4609,2015,2,winter,0,450000.0,1,503940.0,545935.0,482942.49999999994
5010,8132700185,2015-04-16,425000.0,2,1.0,620,4455,1.0,0,0,3,6,620,0,1927,0,98117,47.6877,-122.395,1180,5000,2015,4,spring,0,450000.0,1,510000.0,552500.0,488749.99999999994
5011,6413600275,2014-07-24,446000.0,4,1.75,1730,5922,2.0,0,0,5,7,1730,0,1949,0,98125,47.7188,-122.321,1700,6127,2014,7,sumer,0,526000.0,1,535200.0,579800.0,512899.99999999994
5013,3298700426,2014-07-09,226550.0,3,1.0,990,4440,1.0,0,0,3,6,990,0,1943,0,98106,47.522,-122.354,990,6771,2014,7,sumer,0,450000.0,1,271860.0,294515.0,260532.49999999997
5015,5469500020,2015-05-05,439950.0,3,2.25,2170,15000,2.0,0,0,4,8,2170,0,1978,0,98042,47.3863,-122.158,2430,14256,2015,5,winter,1,440000.0,1,527940.0,571935.0,505942.49999999994
5017,1140000190,2015-02-06,219950.0,3,1.0,1300,9620,1.0,0,0,3,7,1300,0,1971,0,98003,47.282,-122.331,1420,9620,2015,2,winter,1,450000.0,1,263940.0,285935.0,252942.49999999997
5019,5151600170,2014-10-16,285000.0,3,1.5,1780,12231,1.0,0,0,4,8,1780,0,1956,0,98003,47.335,-122.321,2460,12663,2014,10,fall,1,440000.0,1,342000.0,370500.0,327750.0
5021,9285800345,2014-06-26,320000.0,2,1.0,950,5316,1.0,0,2,3,7,950,0,1948,0,98126,47.57,-122.38,1620,6085,2014,6,sumer,0,450000.0,1,384000.0,416000.0,368000.0
5022,5706200170,2014-12-16,425000.0,3,1.75,1680,14630,1.5,0,0,3,8,1680,0,1985,0,98027,47.5272,-122.044,1920,14630,2014,12,winter,1,450000.0,1,510000.0,552500.0,488749.99999999994
5028,1332200130,2014-08-22,324950.0,4,2.5,2641,8615,2.0,0,0,3,7,2641,0,1998,0,98031,47.4038,-122.213,2641,8091,2014,8,winter,1,450000.0,1,389940.0,422435.0,373692.5
5031,2557000630,2014-07-07,266000.0,4,2.25,1995,7102,2.0,0,0,4,8,1995,0,1981,0,98023,47.2986,-122.37,1880,7950,2014,7,sumer,1,440000.0,1,319200.0,345800.0,305900.0
5033,8122100130,2014-06-18,415000.0,3,1.75,1270,4800,1.0,0,0,3,7,1270,0,1952,2014,98126,47.5362,-122.376,1220,4800,2014,6,sumer,0,450000.0,1,498000.0,539500.0,477249.99999999994
5035,5702380630,2015-01-14,235000.0,3,2.25,1670,7606,2.0,0,0,3,7,1670,0,1990,0,98022,47.1949,-121.982,1670,7433,2015,1,winter,1,450000.0,1,282000.0,305500.0,270250.0
5036,3300790670,2014-06-20,280000.0,3,2.0,1470,8089,1.0,0,0,3,7,1470,0,1987,0,98198,47.3878,-122.316,1530,7721,2014,6,sumer,1,450000.0,1,336000.0,364000.0,322000.0
5038,4388000460,2014-10-14,195000.0,3,1.0,1070,7615,1.0,0,0,4,7,1070,0,1969,0,98023,47.3189,-122.373,1240,6906,2014,10,fall,1,440000.0,1,234000.0,253500.0,224249.99999999997
5039,3224800010,2014-11-12,235000.0,3,1.5,1660,8738,1.0,0,0,4,7,1080,580,1959,0,98002,47.3117,-122.208,1500,8466,2014,11,fall,1,440000.0,1,282000.0,305500.0,270250.0
5041,2767701416,2015-01-16,440000.0,3,2.5,1040,1032,3.0,0,0,3,7,1040,0,2007,0,98107,47.6673,-122.377,1290,1275,2015,1,winter,1,450000.0,1,528000.0,572000.0,505999.99999999994
5045,5647900670,2014-06-20,340000.0,3,1.75,1880,11249,1.0,0,0,3,7,1330,550,1985,0,98001,47.3295,-122.257,1870,14547,2014,6,sumer,1,450000.0,1,408000.0,442000.0,390999.99999999994
5048,9526500080,2014-07-29,337000.0,4,2.0,1590,8779,1.0,0,0,3,8,1590,0,2001,0,98019,47.7408,-121.974,2090,9600,2014,7,sumer,1,450000.0,1,404400.0,438100.0,387549.99999999994
5050,8128700005,2014-11-19,249000.0,4,1.0,1200,7552,1.0,0,0,3,6,1060,140,1919,0,98126,47.5317,-122.37,1580,7680,2014,11,fall,0,450000.0,1,298800.0,323700.0,286350.0
5051,3444910020,2014-07-15,350000.0,3,3.0,3200,35782,1.0,0,0,3,8,2360,840,1978,0,98042,47.4121,-122.154,3090,37887,2014,7,sumer,1,450000.0,1,420000.0,455000.0,402499.99999999994
5052,2025700130,2015-01-29,269950.0,3,2.25,1510,6000,1.0,0,0,4,7,1150,360,1993,0,98038,47.3484,-122.036,1510,6000,2015,1,winter,1,440000.0,1,323940.0,350935.0,310442.5
5056,9264950660,2015-03-10,339000.0,3,2.0,2350,8459,1.5,0,0,3,9,2350,0,1989,0,98023,47.3043,-122.349,2430,8459,2015,3,spring,1,450000.0,1,406800.0,440700.0,389849.99999999994
5058,7750500275,2014-08-07,397500.0,4,1.75,2220,4760,1.0,0,0,3,7,1320,900,1918,0,98106,47.5215,-122.348,940,4760,2014,8,winter,0,450000.0,1,477000.0,516750.0,457124.99999999994
5061,6671900130,2014-12-16,370000.0,4,2.75,2200,5207,1.0,0,0,5,7,1120,1080,1951,0,98133,47.74,-122.343,1210,6008,2014,12,winter,0,526000.0,1,444000.0,481000.0,425499.99999999994
5062,3172600151,2015-03-25,250000.0,4,1.0,1550,7296,1.5,0,0,3,6,1550,0,1957,0,98106,47.5184,-122.366,1370,7680,2015,3,spring,1,450000.0,1,300000.0,325000.0,287500.0
5064,1934800078,2014-09-30,430000.0,2,2.25,1040,1516,2.0,0,0,3,8,1040,0,2008,0,98122,47.6037,-122.307,1560,1920,2014,9,fall,1,450000.0,1,516000.0,559000.0,494499.99999999994
5074,2591820080,2014-11-03,435000.0,4,2.5,2130,10375,2.0,0,0,4,8,2130,0,1986,0,98058,47.4381,-122.16,2220,8508,2014,11,fall,1,440000.0,1,522000.0,565500.0,500249.99999999994
5078,5412300130,2014-11-19,250000.0,3,2.0,1430,7280,1.0,0,0,3,7,990,440,1980,0,98030,47.3742,-122.18,1430,7280,2014,11,fall,1,450000.0,1,300000.0,325000.0,287500.0
5080,9485300190,2014-10-09,300000.0,4,2.5,1910,8058,2.0,0,0,3,8,1910,0,1992,0,98031,47.3891,-122.172,1910,6500,2014,10,fall,1,450000.0,1,360000.0,390000.0,345000.0
5082,3832061060,2014-08-07,311000.0,4,2.5,2690,6124,2.0,0,0,3,7,2690,0,2007,0,98042,47.3343,-122.058,2300,6002,2014,8,winter,1,450000.0,1,373200.0,404300.0,357650.0
5083,6918730130,2014-07-21,360000.0,3,1.75,1330,7482,1.0,0,0,4,7,1330,0,1975,0,98034,47.7322,-122.207,1480,8096,2014,7,sumer,1,440000.0,1,432000.0,468000.0,413999.99999999994
5086,5071700020,2014-07-03,240000.0,3,1.75,1570,8750,1.0,0,0,3,7,1570,0,1960,0,98148,47.4425,-122.333,1890,8825,2014,7,sumer,1,450000.0,1,288000.0,312000.0,276000.0
5087,3826000470,2014-09-29,232000.0,2,1.0,960,8100,1.0,0,0,3,6,810,150,1936,0,98168,47.494,-122.304,960,12150,2014,9,fall,0,450000.0,1,278400.0,301600.0,266800.0
5088,921059132,2014-08-13,350000.0,3,2.0,1680,81893,1.0,0,0,3,7,1680,0,1991,0,98092,47.3248,-122.179,2480,38637,2014,8,winter,1,450000.0,1,420000.0,455000.0,402499.99999999994
5090,1328320440,2014-12-10,355000.0,3,2.25,1960,7000,1.0,0,0,3,8,1600,360,1980,0,98058,47.4427,-122.126,1980,7140,2014,12,winter,1,450000.0,1,426000.0,461500.0,408249.99999999994
5093,6430500293,2014-11-12,395000.0,2,1.5,1010,3060,1.0,0,0,4,7,1010,0,1918,0,98103,47.6897,-122.354,1160,4080,2014,11,fall,0,440000.0,1,474000.0,513500.0,454249.99999999994
5095,1189000225,2015-04-02,420000.0,2,1.75,1200,3136,1.0,0,0,3,7,800,400,1904,2005,98122,47.6132,-122.297,1330,3164,2015,4,spring,0,450000.0,1,504000.0,546000.0,482999.99999999994
5100,3992700130,2014-07-08,267000.0,3,1.0,1400,8100,1.5,0,0,3,6,1400,0,1944,0,98125,47.7124,-122.289,1420,8100,2014,7,sumer,0,450000.0,1,320400.0,347100.0,307050.0
5106,3378900020,2014-10-23,422500.0,3,1.75,1560,7245,1.5,0,0,3,7,1560,0,1962,1985,98052,47.6868,-122.119,2220,8502,2014,10,fall,1,450000.0,1,507000.0,549250.0,485874.99999999994
5107,4180300050,2014-08-01,400000.0,4,3.5,3350,9681,1.0,0,1,3,7,2140,1210,1980,0,98198,47.3978,-122.322,2580,9681,2014,8,winter,1,450000.0,1,480000.0,520000.0,459999.99999999994
5109,8562890280,2014-06-26,310000.0,4,2.5,2430,5499,2.0,0,0,3,8,2430,0,2002,0,98042,47.3779,-122.125,2890,5190,2014,6,sumer,1,450000.0,1,372000.0,403000.0,356500.0
5119,3630070010,2015-03-11,310000.0,2,1.0,1050,2699,1.0,0,0,3,7,1050,0,2005,0,98029,47.5471,-121.996,1240,2671,2015,3,spring,1,450000.0,1,372000.0,403000.0,356500.0
5120,723049132,2014-10-22,235000.0,2,1.0,1500,8015,1.0,0,0,3,6,1500,0,1947,0,98146,47.5027,-122.348,1130,8015,2014,10,fall,0,450000.0,1,282000.0,305500.0,270250.0
5121,1432600415,2014-09-19,215000.0,3,1.0,1150,7560,1.0,0,0,4,6,1150,0,1958,0,98058,47.4613,-122.184,1230,7560,2014,9,fall,1,440000.0,1,258000.0,279500.0,247249.99999999997
5122,3306200010,2014-06-05,210000.0,4,1.5,1920,10403,1.0,0,0,3,7,1370,550,1959,0,98023,47.2987,-122.366,1550,9619,2014,6,sumer,1,450000.0,1,252000.0,273000.0,241499.99999999997
5124,1683600130,2014-12-10,245000.0,3,1.75,1720,9342,1.0,0,0,4,7,1140,580,1981,0,98092,47.3177,-122.182,1330,7540,2014,12,winter,1,440000.0,1,294000.0,318500.0,281750.0
5126,5412101150,2015-02-03,299000.0,4,2.5,2400,6078,2.0,0,0,3,8,2400,0,2001,0,98001,47.2606,-122.285,2406,7642,2015,2,winter,1,450000.0,1,358800.0,388700.0,343850.0
5128,1311500020,2014-07-03,198000.0,4,1.75,2080,7200,1.0,0,0,4,7,1050,1030,1966,0,98001,47.3385,-122.282,1500,7350,2014,7,sumer,1,440000.0,1,237600.0,257400.0,227699.99999999997
5130,3327020290,2015-02-20,300000.0,4,1.75,2200,7600,2.0,0,0,3,8,2200,0,1978,0,98092,47.3131,-122.191,1910,7600,2015,2,winter,1,450000.0,1,360000.0,390000.0,345000.0
5134,2873000780,2015-02-20,255000.0,3,1.75,1340,7210,1.0,0,0,4,7,1340,0,1975,0,98031,47.4182,-122.167,1370,7210,2015,2,winter,1,440000.0,1,306000.0,331500.0,293250.0
5135,3530470190,2015-05-05,220000.0,1,1.5,1100,3451,1.5,0,0,4,8,1100,0,1978,0,98198,47.3829,-122.322,1400,4560,2015,5,winter,1,440000.0,1,264000.0,286000.0,252999.99999999997
5137,5049800005,2014-06-27,447000.0,2,1.0,1320,8380,1.0,0,0,3,7,1320,0,1953,0,98177,47.705,-122.367,1290,8025,2014,6,sumer,0,450000.0,1,536400.0,581100.0,514049.99999999994
5140,7140200280,2014-07-15,250000.0,4,2.75,1910,7700,1.0,0,0,4,7,1000,910,1980,0,98030,47.369,-122.17,1880,7875,2014,7,sumer,1,440000.0,1,300000.0,325000.0,287500.0
5141,3793500780,2014-05-10,320000.0,3,2.5,2130,6969,2.0,0,0,3,7,2130,0,2003,0,98038,47.3655,-122.027,1670,9545,2014,5,winter,1,450000.0,1,384000.0,416000.0,368000.0
5146,2780700050,2014-11-06,432000.0,3,2.5,1920,9812,2.0,0,0,3,8,1920,0,2000,0,98028,47.7633,-122.243,1830,10534,2014,11,fall,1,450000.0,1,518400.0,561600.0,496799.99999999994
5147,5595900280,2015-03-18,235000.0,3,1.0,1050,7670,1.5,0,0,5,7,1050,0,1955,0,98022,47.2046,-121.996,1220,7670,2015,3,spring,1,526000.0,1,282000.0,305500.0,270250.0
5151,9542900190,2014-05-16,370000.0,4,1.5,1370,9957,1.0,0,0,3,7,900,470,1972,0,98034,47.7237,-122.181,1510,8088,2014,5,winter,1,450000.0,1,444000.0,481000.0,425499.99999999994
5152,3840700653,2014-12-12,436000.0,4,2.75,2080,9600,1.0,0,0,3,8,1240,840,1979,0,98034,47.7149,-122.235,1880,9525,2014,12,winter,1,450000.0,1,523200.0,566800.0,501399.99999999994
5153,6084200080,2014-05-28,395000.0,3,2.5,2250,3757,2.0,0,0,3,7,2250,0,2006,0,98059,47.4787,-122.129,2250,4556,2014,5,winter,1,450000.0,1,474000.0,513500.0,454249.99999999994
5154,3705900130,2014-05-23,377691.0,5,1.75,2120,8399,1.0,0,0,4,7,1320,800,1942,0,98133,47.7621,-122.335,2120,8398,2014,5,winter,0,440000.0,1,453229.2,490998.3,434344.64999999997
5155,3333002385,2015-04-17,370000.0,5,3.0,2220,5185,2.0,0,3,3,7,2220,0,2003,0,98118,47.543,-122.29,2340,6316,2015,4,spring,1,450000.0,1,444000.0,481000.0,425499.99999999994
5156,3904910050,2014-10-23,515000.0,3,2.5,1440,4394,1.0,0,0,5,8,1440,0,1987,0,98029,47.5688,-122.019,1900,5893,2014,10,fall,1,526000.0,1,618000.0,669500.0,592250.0
5157,5556900080,2014-09-26,169000.0,3,1.0,910,7686,1.0,0,0,3,7,910,0,1969,0,98001,47.3405,-122.288,1020,7686,2014,9,fall,1,450000.0,1,202800.0,219700.0,194349.99999999997
5159,3791400250,2015-04-25,420000.0,3,2.5,2480,6180,2.0,0,0,3,9,2480,0,1999,0,98031,47.4044,-122.208,2870,6180,2015,4,spring,1,450000.0,1,504000.0,546000.0,482999.99999999994
5164,740500010,2014-08-07,270000.0,4,1.0,1900,8505,1.0,0,0,3,7,1200,700,1956,0,98055,47.4406,-122.196,1440,8505,2014,8,winter,1,450000.0,1,324000.0,351000.0,310500.0
5165,6673050020,2015-04-01,300000.0,6,2.5,2590,11250,1.0,0,0,4,8,1390,1200,1978,0,98055,47.4608,-122.196,2270,8360,2015,4,spring,1,440000.0,1,360000.0,390000.0,345000.0
5169,1682000280,2015-03-19,240000.0,3,1.75,1100,7373,1.0,0,0,4,7,1100,0,1968,0,98092,47.3124,-122.183,1430,8415,2015,3,spring,1,440000.0,1,288000.0,312000.0,276000.0
5170,3814800280,2015-04-17,395000.0,4,2.5,2810,10951,2.0,0,0,3,8,2810,0,2003,0,98092,47.3249,-122.187,1680,6625,2015,4,spring,1,450000.0,1,474000.0,513500.0,454249.99999999994
5171,3352402195,2014-07-16,169000.0,3,1.0,890,7110,1.0,0,0,3,6,890,0,1957,0,98178,47.4971,-122.261,1100,8375,2014,7,sumer,1,450000.0,1,202800.0,219700.0,194349.99999999997
5172,9320600170,2015-03-24,200500.0,3,2.0,1280,14972,1.0,0,0,3,7,1280,0,1963,0,98031,47.4129,-122.209,1800,9698,2015,3,spring,1,450000.0,1,240600.0,260650.0,230574.99999999997
5173,5205000250,2015-04-10,308000.0,3,2.5,2320,7140,2.0,0,0,3,8,2320,0,1990,0,98003,47.275,-122.295,2360,7955,2015,4,spring,1,450000.0,1,369600.0,400400.0,354200.0
5174,9264920250,2014-07-10,290256.0,3,2.25,1720,7885,2.0,0,0,3,8,1720,0,1983,0,98023,47.3136,-122.344,2340,7885,2014,7,sumer,1,450000.0,1,348307.2,377332.8,333794.39999999997
5175,2473101190,2015-04-27,279950.0,3,1.75,1530,8800,1.0,0,0,4,7,1040,490,1967,0,98058,47.4483,-122.158,1530,8690,2015,4,spring,1,440000.0,1,335940.0,363935.0,321942.5
5176,5437820020,2014-08-07,195000.0,3,1.75,1580,7875,1.0,0,0,3,7,1580,0,1979,0,98022,47.1958,-122.003,1560,8314,2014,8,winter,1,450000.0,1,234000.0,253500.0,224249.99999999997
5183,2328800130,2014-12-17,220000.0,3,1.75,1900,7680,1.0,0,0,3,7,1260,640,1959,0,98178,47.5081,-122.266,2000,7740,2014,12,winter,1,450000.0,1,264000.0,286000.0,252999.99999999997
5185,3333002790,2015-01-23,243500.0,2,1.0,900,5016,1.0,0,0,3,6,900,0,1948,0,98118,47.542,-122.282,1420,5184,2015,1,winter,0,450000.0,1,292200.0,316550.0,280025.0
5187,3450300020,2015-03-18,329000.0,4,2.0,1850,9126,1.0,0,0,5,7,1850,0,1963,0,98059,47.5009,-122.164,1730,9110,2015,3,spring,1,526000.0,1,394800.0,427700.0,378349.99999999994
5189,3145600250,2015-03-17,190000.0,2,1.0,670,3101,1.0,0,0,4,6,670,0,1948,0,98118,47.5546,-122.274,1660,4100,2015,3,spring,0,440000.0,1,228000.0,247000.0,218499.99999999997
5191,8944320420,2014-07-10,355000.0,3,2.5,2110,4038,2.0,0,0,4,8,2110,0,1989,0,98042,47.3875,-122.153,2110,3727,2014,7,sumer,1,440000.0,1,426000.0,461500.0,408249.99999999994
5201,8857600680,2015-03-13,285900.0,5,1.5,1690,7725,1.5,0,0,4,7,1690,0,1961,0,98032,47.3859,-122.288,1690,7739,2015,3,spring,1,440000.0,1,343080.0,371670.0,328785.0
5202,2817100430,2015-05-11,389000.0,3,2.0,2080,12972,1.0,0,0,4,7,1250,830,1981,0,98070,47.3733,-122.432,1530,10089,2015,5,winter,1,440000.0,1,466800.0,505700.0,447349.99999999994
5204,4048400185,2014-10-22,352000.0,2,0.75,760,33801,1.0,0,0,4,4,760,0,1931,0,98059,47.4703,-122.076,1100,39504,2014,10,fall,0,440000.0,1,422400.0,457600.0,404799.99999999994
5212,4031000290,2015-04-08,195000.0,3,1.0,1310,9554,1.0,0,0,3,7,960,350,1962,0,98001,47.2949,-122.285,1310,9845,2015,4,spring,1,450000.0,1,234000.0,253500.0,224249.99999999997
5213,9264960480,2014-12-08,368000.0,4,2.5,2720,7350,2.0,0,0,3,9,2720,0,1989,0,98023,47.3028,-122.35,2570,8336,2014,12,winter,1,450000.0,1,441600.0,478400.0,423199.99999999994
5215,1775930010,2014-12-22,335000.0,3,2.75,1990,19991,1.0,0,0,3,7,1340,650,1977,0,98072,47.7434,-122.106,1750,9775,2014,12,winter,1,450000.0,1,402000.0,435500.0,385249.99999999994
5216,3329520170,2014-05-21,250000.0,3,2.0,1170,7258,1.0,0,0,3,7,1170,0,1984,0,98001,47.3333,-122.266,1410,7750,2014,5,winter,1,450000.0,1,300000.0,325000.0,287500.0
5217,9321010130,2015-03-12,278500.0,3,1.75,1390,8980,1.0,0,0,4,8,1390,0,1985,0,98022,47.2015,-122.005,1770,9085,2015,3,spring,1,440000.0,1,334200.0,362050.0,320275.0
5218,7696600020,2015-01-28,260000.0,4,1.5,1540,7300,2.0,0,0,3,7,1540,0,1973,0,98001,47.3317,-122.276,1580,7650,2015,1,winter,1,450000.0,1,312000.0,338000.0,299000.0
